serie,T,model,t create,t optim,rmse train,rmse test,mase test,status
49,170,model1_sm,-1,0.696637,6.28685482499297e-5,7.129606455935842,0.006175194207145737,LOCALLY_SOLVED
50,170,model1_sm,-1,0.6349224,245833.71142599484,761950.7386427821,4.806729104314009,LOCALLY_SOLVED
51,170,model1_sm,-1,0.6768721,250.1903342902905,292.1512168589673,1.2980177065249439,LOCALLY_SOLVED
52,170,model1_sm,-1,0.839353,0.0017321696237542314,2720.9917093264144,5.834828260752335,LOCALLY_SOLVED
53,170,model1_sm,-1,0.5994916,209.2762069573889,43.951743435194935,0.03177191269346705,LOCALLY_SOLVED
54,170,model1_sm,-1,0.220435,63825.69400061065,78327.83120955002,1.7244522138894818,LOCALLY_SOLVED
55,170,model1_sm,-1,0.5457521,494.3244596434391,1924.9726019878483,1.0160862797289447,LOCALLY_SOLVED
56,170,model1_sm,-1,0.5789933,155.6683929582918,127.68867613836322,1.5018206917589991,LOCALLY_SOLVED
57,170,model1_sm,-1,0.1749412,2.9415563145854827e7,3.554568674734624e7,1.1436533760915486,LOCALLY_SOLVED
58,170,model1_sm,-1,0.4327835,36662.065779946235,42795.07398959565,0.9251898114011398,LOCALLY_SOLVED
59,170,model1_sm,-1,0.5486425,171.33348672317132,264.1182428707247,0.16730725437334443,LOCALLY_SOLVED
60,170,model1_sm,-1,0.5564333,277.5798254077578,603.7781325248675,2.468832272740487,LOCALLY_SOLVED
61,170,model1_sm,-1,0.4390623,2679.154565961258,3814.3436112984405,1.2531773289354164,LOCALLY_SOLVED
62,170,model1_sm,-1,0.4178504,247.93533615328528,309.9417187048602,0.126560889990891,LOCALLY_SOLVED
63,170,model1_sm,-1,0.8744932,281.18370324269796,366.0130233749211,0.13439139768611771,LOCALLY_SOLVED
64,170,model1_sm,-1,0.221485,63825.69400061065,78327.83120955002,1.7244522138894818,LOCALLY_SOLVED
65,170,model1_sm,-1,0.5006798,7935.127414262275,21864.18440576805,2.1854650338996797,LOCALLY_SOLVED
66,170,model1_sm,-1,0.3392826,209714.54676214908,207969.22378356336,2.4638309500307964,LOCALLY_SOLVED
67,170,model1_sm,-1,0.4690774,57.872380905621874,43.78591924079977,0.15433534325717627,LOCALLY_SOLVED
